image1_path,image2_path,clip_similarity,dino_similarity,pair_type
00000100_15804c468f48d221f0bb48f56f22a2b6,00000586_643a4ef51f17074eb1e6e75e1b6caeb0,0.13787943124771118,0.9049979448318481,high_dino_low_clip
00000668_2150953437b7a71987bbaa38759f185d,00000858_b0e146eff067d2e914853606556c8884,0.11086270958185196,0.9083673357963562,high_dino_low_clip
00000668_2150953437b7a71987bbaa38759f185d,00000954_2762a6761dcdb4568df9afeda29a5883,0.11086270958185196,0.9083673357963562,high_dino_low_clip
00000797_047fee74522680b06ab0ec051470ec18,00000985_2472274e59f429df92d7462f1541eb3e,0.07463391870260239,0.9019514322280884,high_dino_low_clip
00000840_d06f894807198609244e7af6f5a8844a,00000855_ab2365527594d5afbc22b717d4db49b6,0.14981834590435028,0.9006327390670776,high_dino_low_clip
00000462_ff0a0d615deb842bd4de8e5ac8a96f65,00000565_c51c808a4d6b14030b7d3f2226539ed4,0.13439103960990906,0.9121032357215881,high_dino_low_clip
00000167_35cf8e9e7ba148189fd9e3d51bb4d6c9,00000565_c51c808a4d6b14030b7d3f2226539ed4,0.1283949762582779,0.9145837426185608,high_dino_low_clip
00000608_e0c88f83a7e87ff9f4ab5a7e0e92a1f8,00000633_ef02c4b3ac0231bccb022922c6092baa,0.11038556694984436,0.9129528403282166,high_dino_low_clip
00000655_3d5d2ae57a0bdbdf67d1799c768a87b8,00000668_2150953437b7a71987bbaa38759f185d,0.11086270958185196,0.9083673357963562,high_dino_low_clip
00000025_5906d2b23ae328480899e2f9613bfda8,00000687_054420bdfd223dfe0ca2bab850ccd171,0.1136111244559288,0.9203640818595886,high_dino_low_clip
00000307_3eefbff5d76f0f6fc67a41efc8efc52a,00000788_b97b53d678e114666a89db4f84a76000,0.09867964684963226,0.900732696056366,high_dino_low_clip
00000156_eb370553fa96318fa9718f0fdc2909d2,00000668_2150953437b7a71987bbaa38759f185d,0.11086270958185196,0.9083673357963562,high_dino_low_clip
00000209_73be371e7b36cf83378df1581cc059a4,00000687_054420bdfd223dfe0ca2bab850ccd171,0.1136111244559288,0.9203640818595886,high_dino_low_clip
00000039_ad4c9371a9514edfcd6b5b325fd4a47f,00000606_63bb2dcc4db77b9317c25eb4ec5e5fa1,0.09709340333938599,0.903628408908844,high_dino_low_clip
