image1_path,image2_path,clip_similarity,dino_similarity,pair_type
00000612_35a22911305f24181ab232a2b86f20f9,00000966_720ea5b1f214cceb16d1000537f86e69,0.7187334895133972,0.14683152735233307,high_clip_low_dino
00000071_95c073050cea1e4a39129b4a324e9734,00000718_d639eefa42c4638ae6353278a2d501f4,0.7239682674407959,0.3990725874900818,high_clip_low_dino
00000100_a7f9485007ae8f264f35675b60c85853,00000350_5c2b5e4cf919af106a7899118423011e,0.7072217464447021,0.4086379408836365,high_clip_low_dino
00000509_c42bc1761a61d850a62984cc3eda0145,00000926_92ba15ad478d96ac9c264c5969494fed,0.7673327326774597,0.2752688229084015,high_clip_low_dino
00000509_c42bc1761a61d850a62984cc3eda0145,00000626_6f74355489c80c0176619dd73960b5b4,0.7673327326774597,0.2752688229084015,high_clip_low_dino
00000509_c42bc1761a61d850a62984cc3eda0145,00000735_890853b5021b7d8bf12137b0cb2f052e,0.7523431181907654,0.2158360779285431,high_clip_low_dino
00000041_76badec12a6ad330168441336bf97dd1,00000509_c42bc1761a61d850a62984cc3eda0145,0.7673327326774597,0.2752688229084015,high_clip_low_dino
00000038_07c1339936ce800d3a7203ab8c008e73,00000509_c42bc1761a61d850a62984cc3eda0145,0.7523431181907654,0.2158360779285431,high_clip_low_dino
00000027_cacc7ac2fe86c6b5bff5139d6ff2ee1e,00000509_c42bc1761a61d850a62984cc3eda0145,0.7548199892044067,0.2185172438621521,high_clip_low_dino
00000509_c42bc1761a61d850a62984cc3eda0145,00000587_a7f88278534c76ad6cb246bc0eb80a02,0.7512717247009277,0.21789509057998657,high_clip_low_dino
00000503_35eb78e3791337b0c0d066ddb6b26867,00000509_c42bc1761a61d850a62984cc3eda0145,0.7523431181907654,0.2158360779285431,high_clip_low_dino
00000310_05f39e41b1066fd6e4345df9191a4283,00000509_c42bc1761a61d850a62984cc3eda0145,0.7673327326774597,0.2752688229084015,high_clip_low_dino
00000509_c42bc1761a61d850a62984cc3eda0145,00000573_8338fe115f53a1d2f00627f3d6c6dfe5,0.7673327326774597,0.2752688229084015,high_clip_low_dino
00000509_c42bc1761a61d850a62984cc3eda0145,00000730_36a347f747e46e72ad2177b7d991ea70,0.7523431181907654,0.2158360779285431,high_clip_low_dino
00000444_526b2ffb3a45945856b6dc3ba06c6e67,00000509_c42bc1761a61d850a62984cc3eda0145,0.7673327326774597,0.2752688229084015,high_clip_low_dino
00000100_36e30e2ab1eca626257a93693d148fe3,00000509_c42bc1761a61d850a62984cc3eda0145,0.7512717247009277,0.21789509057998657,high_clip_low_dino
00000509_c42bc1761a61d850a62984cc3eda0145,00000832_ce0bc1dca45495297f5df46413220799,0.7523431181907654,0.2158360779285431,high_clip_low_dino
00000509_c42bc1761a61d850a62984cc3eda0145,00000913_1d278f7c01bf068debe52dc31e573a57,0.7523431181907654,0.2158360779285431,high_clip_low_dino
00000195_1cbcc32553b87ceff80c8747bdb4eda1,00000509_c42bc1761a61d850a62984cc3eda0145,0.7523431181907654,0.2158360779285431,high_clip_low_dino
00000277_2ad6d7e9ba43f861043c92d2b471bd46,00000966_720ea5b1f214cceb16d1000537f86e69,0.7568811178207397,0.15918998420238495,high_clip_low_dino
00000027_a43c2778382951f7788d8f9eb99fb75c,00000526_37bc13592ca2d872d3562432cbddb25f,0.7177508473396301,0.3534528911113739,high_clip_low_dino
00000060_6118c098250efd01ac3c524cf06a1d9d,00000966_720ea5b1f214cceb16d1000537f86e69,0.7278604507446289,0.1636131852865219,high_clip_low_dino
00000654_dd047eea9d17574db500eea7b4467983,00000901_c2b68f33bac50fc1001259f7e675e08b,0.7710012197494507,0.2903216779232025,high_clip_low_dino
00000495_f7b3bc478b20efbbeede1b684b99acbe,00000744_8d385db7d89fcb811d8ca1acb608161c,0.7080284953117371,0.17132475972175598,high_clip_low_dino
00000495_f7b3bc478b20efbbeede1b684b99acbe,00000745_9de769d676944a98ee1ea06caae7ddaa,0.7408349514007568,0.22934314608573914,high_clip_low_dino
00000006_42a8961d8359196b58fe1c7f31949b87,00000786_5e30b195a9287bf93706b8197de4a9fa,0.7437521815299988,0.4166148602962494,high_clip_low_dino
00000189_21a81b17d12083d3560f14f8bff7079d,00000463_4734d9f309a592d7283db71b42be777d,0.7667246460914612,0.27427905797958374,high_clip_low_dino
00000350_5c2b5e4cf919af106a7899118423011e,00000758_c954347d074aaee300f187460cb2ad35,0.740096390247345,0.4453118145465851,high_clip_low_dino
00000255_fa262288c2c7d54aa55a73231f37f1ab,00000642_d5a4105badc8be46fe7c5477552cf895,0.738887369632721,0.36736395955085754,high_clip_low_dino
00000255_fa262288c2c7d54aa55a73231f37f1ab,00000370_066d417b289536aa3838276317ae3459,0.7276768088340759,0.4650760889053345,high_clip_low_dino
00000675_c399a2ec45b9669256b25f8e72a930c4,00000713_cc650095cd1ee2f41788a15652645d10,0.7072060704231262,0.38425183296203613,high_clip_low_dino
00000339_c68876a4c7e9b6cca04d8fcd9f2fb6ca,00000407_6b74c7f4cb5e6397ea602a774c677bb9,0.7043961882591248,0.34560874104499817,high_clip_low_dino
00000590_e94a58f66c2a2a53ff3e7ac26aaf8f9f,00000966_720ea5b1f214cceb16d1000537f86e69,0.7305395603179932,0.19241300225257874,high_clip_low_dino
00000787_079877368def5cd888c397f531fc9880,00000919_40a76e67113355e9348554db296bc678,0.7572675943374634,0.428620308637619,high_clip_low_dino
00000090_60b550f95ca276b93f8079bfd3681e43,00000966_720ea5b1f214cceb16d1000537f86e69,0.7262139916419983,0.1173255518078804,high_clip_low_dino
00000090_60b550f95ca276b93f8079bfd3681e43,00000370_066d417b289536aa3838276317ae3459,0.7051265239715576,0.42523643374443054,high_clip_low_dino
00000334_c70e4632d7c1a4063f2e7c2f35f83b5a,00000982_e2718aae37e5be65b17e711a1728ef11,0.7157679796218872,0.45645153522491455,high_clip_low_dino
00000281_7abc5b724196e2f2d3c2737302a534f2,00000939_8a369be1e49246606b98d9fa6c7c1327,0.7716085314750671,0.36086389422416687,high_clip_low_dino
00000840_44dbf2c8a025fbd00d66b53c0184a633,00000939_8a369be1e49246606b98d9fa6c7c1327,0.7112579941749573,0.13463065028190613,high_clip_low_dino
00000000_81b5524f19c0884c2a749e8e73b5f62a,00000322_34c79667eab049c100d969a857df097e,0.7004968523979187,0.4767504334449768,high_clip_low_dino
00000657_24dafe7d574165547030f130b707aad1,00000966_720ea5b1f214cceb16d1000537f86e69,0.7559577226638794,0.14697235822677612,high_clip_low_dino
00000084_63937973cc684a2b8a05ccdf4bd773b1,00000590_1412deef040b083f255e0cc28e4695f6,0.7004318833351135,0.45938438177108765,high_clip_low_dino
00000815_248cf1bb9c3aed9810355adfa95c7842,00000956_0e93e2f254818007bf18d91466f0436d,0.7061771750450134,0.4656844735145569,high_clip_low_dino
00000254_d66cc558233594a03752af299712d6d0,00000966_720ea5b1f214cceb16d1000537f86e69,0.7834069132804871,0.22667063772678375,high_clip_low_dino
00000254_d66cc558233594a03752af299712d6d0,00000642_d5a4105badc8be46fe7c5477552cf895,0.7529788613319397,0.28490668535232544,high_clip_low_dino
00000254_d66cc558233594a03752af299712d6d0,00000379_eaf04980ac81b5c426012bec2068d84a,0.750552237033844,0.24023111164569855,high_clip_low_dino
00000167_edcc9cc60040561d0d340768dda1ddcf,00000254_d66cc558233594a03752af299712d6d0,0.7613789439201355,0.19336168467998505,high_clip_low_dino
00000254_d66cc558233594a03752af299712d6d0,00000373_44b46adb853ebe818b58b7d7a509c6cd,0.7496578693389893,0.23957021534442902,high_clip_low_dino
00000254_d66cc558233594a03752af299712d6d0,00000566_2e786a0eabf94b3b206742401cac5ae1,0.71576988697052,0.18671509623527527,high_clip_low_dino
00000254_d66cc558233594a03752af299712d6d0,00000370_066d417b289536aa3838276317ae3459,0.7205197811126709,0.25536057353019714,high_clip_low_dino
00000896_f6c7b1ed5a1ffc405eff749084d5e3d3,00000929_c8c5d5a030a01de37091e8457a102bcb,0.7278714776039124,0.4671911597251892,high_clip_low_dino
00000880_5d9c97996c18fd14a0b30ba9eb79328f,00001023_ac03475a6736e7a7b26237761802e218,0.745888352394104,0.4124361574649811,high_clip_low_dino
00000076_c64cf406e51d7e034540f6f7c4ab9d13,00000450_5cbb03d0f6bade32bfbff67fc5904838,0.7094025015830994,0.470863401889801,high_clip_low_dino
00000010_51187a59febf22d6597902a77c5edbe7,00000966_720ea5b1f214cceb16d1000537f86e69,0.7360361814498901,0.14958637952804565,high_clip_low_dino
00000434_d2d938c83ece0afe2657e2f492236d28,00000783_aefccca5b435086f937225ff2b575f12,0.8788251280784607,0.46120116114616394,high_clip_low_dino
00000194_40c50e565990e562a8c84d59f7a30a14,00000966_720ea5b1f214cceb16d1000537f86e69,0.7238978743553162,0.13985979557037354,high_clip_low_dino
00000177_084b11f7e46215bad461156f2e91c9af,00000370_066d417b289536aa3838276317ae3459,0.7011682987213135,0.4890552759170532,high_clip_low_dino
00000167_edcc9cc60040561d0d340768dda1ddcf,00000664_8ce652c3eaf39cd88f538418f2846b0d,0.7117974162101746,0.47551122307777405,high_clip_low_dino
00000035_5538ab55482738757922a7b1107c8cbb,00000850_a272982026e9356ea9fed52d1a8ba2ef,0.4859819710254669,0.8025721907615662,high_dino_low_clip
00000738_f0f5e57acd0d3eca3617c1f4fb028d85,00000750_3815dd11685f87c21626568dcde0400f,0.4743497967720032,0.8497793674468994,high_dino_low_clip
00000254_560ccdaa79bc07c1eaa0266da0e1de1b,00000738_f0f5e57acd0d3eca3617c1f4fb028d85,0.4860454499721527,0.8722371459007263,high_dino_low_clip
00000664_3782b161b36103a5aa1c5a503875ea8d,00000738_f0f5e57acd0d3eca3617c1f4fb028d85,0.46882107853889465,0.8020772933959961,high_dino_low_clip
00000083_a7b0ad9989319f6d8b6e317315ac1031,00000738_f0f5e57acd0d3eca3617c1f4fb028d85,0.44057056307792664,0.800005316734314,high_dino_low_clip
00000137_b3e62ecfa74be12439338a9782610f87,00000579_7395efe2ffcca95ca5c81009101bcf13,0.4290445148944855,0.819398045539856,high_dino_low_clip
00000447_7c2eb39fe0c4de4416c958de4f7e9c07,00000579_7395efe2ffcca95ca5c81009101bcf13,0.43112844228744507,0.8084747195243835,high_dino_low_clip
00000579_7395efe2ffcca95ca5c81009101bcf13,00000969_813508eeebe58ce9c244da13328fbe04,0.26826605200767517,0.8686342835426331,high_dino_low_clip
00000047_346fa8c087274cd366a2e6e70d6f27df,00000579_7395efe2ffcca95ca5c81009101bcf13,0.4953605532646179,0.9090616703033447,high_dino_low_clip
00000579_7395efe2ffcca95ca5c81009101bcf13,00000657_eea236cb0a34ca50e7e1beab1ac58fab,0.31175142526626587,0.8558283448219299,high_dino_low_clip
00000579_7395efe2ffcca95ca5c81009101bcf13,00001016_2b4adbc2d84e60d8bb567bac3cd6d639,0.35655736923217773,0.88676518201828,high_dino_low_clip
00000121_8ac8ba7b252003496602ec9cfb9052ed,00000579_7395efe2ffcca95ca5c81009101bcf13,0.3751488924026489,0.9035528302192688,high_dino_low_clip
00000512_b5d54c586ee3869e5714dbab5c7829dd,00000579_7395efe2ffcca95ca5c81009101bcf13,0.3018968999385834,0.8909173011779785,high_dino_low_clip
00000579_7395efe2ffcca95ca5c81009101bcf13,00000902_74f69c8d50c11018bad7be60c22575da,0.4771479666233063,0.8862463235855103,high_dino_low_clip
00000235_82572778676b14f179e03c23ccb9312a,00000579_7395efe2ffcca95ca5c81009101bcf13,0.3865039646625519,0.8730738162994385,high_dino_low_clip
00000579_7395efe2ffcca95ca5c81009101bcf13,00000610_0363446a7718fcd1f316b65547982fa2,0.28406667709350586,0.8571908473968506,high_dino_low_clip
00000061_4166fcb574b6de4a6ea954d6c17ce02a,00000579_7395efe2ffcca95ca5c81009101bcf13,0.4771479666233063,0.8862463235855103,high_dino_low_clip
00000022_9eae620e57cff08f0ac41cefbdf30630,00000579_7395efe2ffcca95ca5c81009101bcf13,0.4771479666233063,0.8862463235855103,high_dino_low_clip
00000579_7395efe2ffcca95ca5c81009101bcf13,00000668_489a320b3af422935a3e41668acdfa2c,0.28406667709350586,0.8571908473968506,high_dino_low_clip
00000422_7caf4949133995d38bb18a85fd090a2e,00000579_7395efe2ffcca95ca5c81009101bcf13,0.2973305881023407,0.8625032305717468,high_dino_low_clip
00000543_0317aff6f7f55bb2b5f10dc8f0528b4e,00000579_7395efe2ffcca95ca5c81009101bcf13,0.4070838689804077,0.8754630088806152,high_dino_low_clip
00000579_7395efe2ffcca95ca5c81009101bcf13,00000630_2df5146473bcddfc40556acf1b0b9e95,0.190315842628479,0.8082607984542847,high_dino_low_clip
00000308_ce095e1b52cba6c582309bd54fe84d9d,00000579_7395efe2ffcca95ca5c81009101bcf13,0.29581794142723083,0.8793659210205078,high_dino_low_clip
00000493_ee685de99a18b4f6051a201ffc224150,00000579_7395efe2ffcca95ca5c81009101bcf13,0.19609558582305908,0.8882831335067749,high_dino_low_clip
00000479_20a6a397c496edc47c7967e598b47e99,00000579_7395efe2ffcca95ca5c81009101bcf13,0.3873237371444702,0.8243409395217896,high_dino_low_clip
00000579_7395efe2ffcca95ca5c81009101bcf13,00000918_4263609027c9386e1a09c6f0bac96d0d,0.46203410625457764,0.875289797782898,high_dino_low_clip
00000579_7395efe2ffcca95ca5c81009101bcf13,00000905_e7853d67451981cb1e50a3283fe1bd35,0.4680606424808502,0.8919631838798523,high_dino_low_clip
00000568_4ed67213470b566b807241bfef38b96f,00000579_7395efe2ffcca95ca5c81009101bcf13,0.4845074713230133,0.8948420882225037,high_dino_low_clip
00000562_a865b27d3d21e97ea9c8d0abd29b3042,00000579_7395efe2ffcca95ca5c81009101bcf13,0.3827349543571472,0.8935484290122986,high_dino_low_clip
00000579_7395efe2ffcca95ca5c81009101bcf13,00000896_3ddde7357d18e33ea1102da270ebbebf,0.3018968999385834,0.8909173011779785,high_dino_low_clip
00000579_7395efe2ffcca95ca5c81009101bcf13,00000787_adf880adec6a00b3d884b2486cbfbbe3,0.284900039434433,0.8919141292572021,high_dino_low_clip
00000579_7395efe2ffcca95ca5c81009101bcf13,00000723_fd467bd6dfd1fea0af85eccb75d5ff7b,0.3730912208557129,0.8285732865333557,high_dino_low_clip
00000579_7395efe2ffcca95ca5c81009101bcf13,00000847_e6ba5438ed129f8dc768317ffd04b9ef,0.44072508811950684,0.8941393494606018,high_dino_low_clip
